1243166.0339508133,0.5
348456.6576022137,0.5
489009.2307692308,0.5
3547398.843930636,0.5
1339477.2507260407,0.5
2746666.666666667,0.5
1383426.700618407,2
4177523.745482055,1
651124.2008476402,3
5045409.05215554,2
2858426.966292135,1
2323504.6752090245,1
1374890.455324824,0.5
666684.3501326261,4
1031199.961182008,1
1359049.5956487514,0.5
227607.85720692438,1
665014.4568360181,1
1292753.4402221944,1
600644.7620015333,3
204291.55729198462,3
418644.0843135152,1
378847.9122218836,1
460211.0558259062,1
139922.2654081066,3
1340976.6305016791,1
1175655.7223012696,1
958178.0055917985,1
1048439.390273409,2
461321.6750370342,2
2391083.873417035,2
89631.08882521489,2
272967.3615148243,1.5
4387961.203879613,1.5
57788.860436771065,0.25
1151139.0297434344,1
14591.585483352963,0.5
1009982.4655821947,2.5
979003.7326697478,2.5
4388414.149443561,1.5
757304.2701887259,0.5
1198016.8468528222,0.5
1167728.2377919322,0.5
636719.8204670522,2.5
2957520.746887966,0.5
1778255.0335570467,2
847755.4064131248,0.25
120816.32653061222,0.25
1280103.2757786026,0.5
1092027.576453951,0.5
978436.9588291156,1
403157.96457241423,0.5
4513560.111835973,0.5
738091.3272010513,0.5
133086.74954621732,1
272420.4711669677,0.5
774023.8765577598,1
186390.1979264844,1
1391800.1450135128,1
1029825.6850559992,0.5
435890.7463525258,0.5
1436594.0851478714,0.5
534805.5475167516,0.5
1160456.0039989033,0.5
1181317.187693068,0.5
970847.3020688602,2
1523250.3522780645,1
1257962.8512036481,2
4181621.567246756,1
927078.6516853933,0.5
1375479.7292582511,0.5
1781666.6054574165,0.5
695361.2940105436,0.5
4070851.5076806373,0.5
1179554.3905635653,0.5
3759546.5086317956,0.5
2271880.31281877,0.5
783342.1750663129,0.5
1398707.8007439934,0.5
300965.57514693536,0.5
1008497.4199676533,0.5
1589122.4731089775,1.5
642333.9731285988,2
361935.73859256617,1.5
810704.4867656553,1
462902.9587758095,0.5
651406.7358483499,0.5
181830.80260303686,0.5
1284366.8122270743,0.5
269380.7666698374,0.25
76048.23239243627,0.25
1153324.1588762875,0.5
1050083.287062743,0.5
1038968.6632288776,0.25
200780.75094045,3
1220320.0074637306,0.5
238542.38968765497,0.25
141246.27588027506,2
792834.006232634,0.25
1135226.044127658,1
677366.8639053255,0.5
490320.1206301887,0.25
474505.7232049947,0.5
485401.4598540146,0.5
1620532.7218204266,0.5
1167885.7241201275,0.55
3509194.970913867,1
540568.3106575963,1
514076.57657657657,0.5
154686.4605581037,0.25
948699.0139437905,0.25
417375.6740563211,0.5
942327.7407875899,0.5
355249.28453080275,0.5
2491307.9700083304,1
927693.8253889959,1
717527.3134746475,0.5
607680.2608321351,0.5
1199141.389620014,0.5
1578292.8076619087,0.5
746272.4222317529,0.5
549087.1307703726,0.5
746272.4222317529,0.5
549087.1307703726,0.5
434406.4477938163,0.25
531339.3766057492,0.5
837996.0962914769,0.5
60279.29406248953,0.25
3895581.748499531,1
650464.2335766421,0.5
473708.8469339989,0.5
254386.2539332136,0.5
352420.9472425397,0.5
1284942.6063470629,0.5
650394.9767065019,3.1
106317.43821789073,0.25
999365.926914734,0.25
640451.3116940862,0.25
1764236.8263672001,0.5
5016288.294370833,1
5271857.923497269,8
292848.0108295104,0.5
1493563.5792778651,0.25
8956723.186119875,0.5
2844552.4445089228,0.5
160846.92222317084,0.5
1068237.8347926107,0.5
634602.4648391465,1
789848.1792930254,3.05
574599.3936769165,8
2723259.9795291703,0.5
2099079.3511617715,0.5
930399.3838706127,0.5
749685.0062998742,0.25
1155600.2475247525,0.25
2099538.5629531974,0.5
356125.9765359175,0.5
3051563.5089013926,0.5
1935728.026743196,0.5
2908497.747397856,1
3552710.3768714503,0.5
1851812.7990915726,0.5
2429967.837548086,0.5
2817298.419998516,0.25
1373844.1215323643,0.5
748882.0692678652,0.25
2286229.1822023364,0.25
148061.6432375797,0.25
2577940.9131602515,0.25
529038.7644019562,0.5
246848.24902723735,0.25
2365984.4208268947,0.5
3611062.3946037106,0.25
3112340.995313546,0.25
3300392.534949383,0.25
932846.4810207848,0.25
754066.7490729295,0.5
1013940.8364501869,0.5
1397533.243399499,0.5
1611498.2578397214,0.5
515044.16418685945,0.25
1365480.0661792178,0.5
3204616.262231779,5.5
2100917.4311926602,0.25
1253798.6577181206,0.5
2923851.928889467,0.5
1354128.4403669725,0.25
1392735.6176307672,0.5
291057.3248407644,0.5
680732.5693477562,0.5
221700.16531801963,0.5
1126419.7278215494,1
1950616.269515201,0.5
3291946.436022912,0.5
2541180.3278688523,0.25
973205.8530526698,0.5
701978.7590832867,0.5
1183589.3593106032,0.5
46127.755794234035,0.25
690620.3357426754,0.5
1730046.1644239272,1
606013.5326890618,0.5
1232823.8104646776,0.25
913524.7175873149,0.25
199195.79338076094,0.5
744408.9456869008,1.05
689543.7614471222,0.25
1497874.450899816,1
943935.6092145434,0.5
4305409.404801052,1
3259278.619968635,0.25
134299.64422190015,0.5
1208443.4339089291,0.25
1435200.1059579263,0.5
908809.0995630844,0.25
2400928.4143659906,0.25
675464.2531938963,0.25
843618.3395291201,0.5
3275543.5083254967,1
887720.2592896923,1
1459983.8318512533,0.5
982199.033223356,7
618762.0074035891,1.55
1675215.428805909,2.05
2681676.047529706,1
916829.6514796884,0.25
725352.2660452555,0.5
3983714.9624950644,0.5
3435688.949522509,1
3385035.1053159484,1
290050.0294735569,2
3640900.1184366364,0.5
1767479.2899408287,1
569391.0256410256,0.25
477379.4473541629,0.25
1123382.6247689466,12
895229.3996804383,1
1413948.3633185779,0.5
160361.75884993083,0.5
1160875.6485745932,0.25
710032.4649615963,0.25
1006377.9852016412,0.25
484428.8793103448,0.25
838755.1932272477,0.25
1236378.9778206365,0.25
3476400.341199886,0.5
703189.8340248963,0.25
1343104.719764012,0.5
5404982.342273551,0.25
1849284.9284928495,0.25
874970.0188452973,0.25
2268393.7823834196,0.25
4627777.777777777,0.25
6943614.93123772,0.5
989602.6735982175,0.25
160588.56103156396,0.25
2130392.156862745,1
3177725.968436154,0.5
1283390.7707825503,0.25
1519262.561995892,1
252761.15575312014,0.25
329365.5080040614,0.25
83841.77552106793,0.25
4698560.490045941,0.25
114438.11720608374,0.25
2877127.6060026186,0.25
2211276.9801274133,0.25
786002.1986075485,0.5
79817.55986316991,0.5
